   PK  Created    Process label               Process State     Process status
-----  ---------  --------------------------  ----------------  ----------------
66779  14D ago    Wien2kRunLapw               ⏹ Finished [0]
66785  14D ago    Wien2kXOptimize             ⏹ Finished [0]
66795  14D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
66796  14D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
66797  14D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
66798  14D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
66800  14D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
66801  14D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
66808  14D ago    Wien2kEosWorkChain          ⏹ Finished [0]
66811  14D ago    Wien2kXSgroup               ⏹ Finished [0]
66821  14D ago    Wien2kXOptimize             ⏹ Finished [0]
66831  14D ago    Wien2kXOptimize             ⏹ Finished [0]
66845  14D ago    Wien2kInitLapw              ⏹ Finished [0]
66855  14D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
66859  14D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
66863  14D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
66867  14D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
66872  14D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
66886  14D ago    Wien2kEosWorkChain          ⏹ Finished [0]
66877  14D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
66888  14D ago    Wien2kXSgroup               ⏹ Finished [0]
66890  14D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
66893  14D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
66896  14D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
66898  14D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
66901  14D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
66902  14D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
66929  14D ago    Wien2kXOptimize             ⏹ Finished [0]
66937  14D ago    Wien2kRunLapw               ⏹ Finished [0]
66943  14D ago    _merge_dict                 ⏹ Finished [0]
66945  14D ago    _merge_dict                 ⏹ Finished [0]
66947  14D ago    _merge_dict                 ⏹ Finished [0]
66949  14D ago    _merge_dict                 ⏹ Finished [0]
66951  14D ago    _merge_dict                 ⏹ Finished [0]
66953  14D ago    _merge_dict                 ⏹ Finished [0]
66957  14D ago    Wien2kInitLapw              ⏹ Finished [0]
67005  14D ago    _merge_dict                 ⏹ Finished [0]
67007  14D ago    _merge_dict                 ⏹ Finished [0]
67009  14D ago    _merge_dict                 ⏹ Finished [0]
67011  14D ago    _merge_dict                 ⏹ Finished [0]
67013  14D ago    _merge_dict                 ⏹ Finished [0]
67015  14D ago    _merge_dict                 ⏹ Finished [0]
67021  14D ago    Wien2kEosWorkChain          ⏹ Finished [300]
67022  14D ago    Wien2kXSgroup               ⏹ Finished [0]
67037  14D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
67038  14D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
67041  14D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
67044  14D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
67046  14D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
67048  14D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
67062  14D ago    Wien2kInitLapw              ⏹ Finished [0]
67064  14D ago    Wien2kRunLapw               ⏹ Finished [0]
67069  14D ago    _merge_dict                 ⏹ Finished [0]
67071  14D ago    _merge_dict                 ⏹ Finished [0]
67073  14D ago    _merge_dict                 ⏹ Finished [0]
67075  14D ago    _merge_dict                 ⏹ Finished [0]
67077  14D ago    _merge_dict                 ⏹ Finished [0]
67079  14D ago    _merge_dict                 ⏹ Finished [0]
67103  14D ago    Wien2kEosWorkChain          ⏹ Finished [0]
67104  14D ago    Wien2kXSgroup               ⏹ Finished [0]
67111  14D ago    Wien2kXOptimize             ⏹ Finished [0]
67119  14D ago    Wien2kRunLapw               ⏹ Finished [0]
67145  14D ago    Wien2kInitLapw              ⏹ Finished [0]
67148  14D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
67149  14D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
67151  14D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
67153  14D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
67156  14D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
67158  14D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
67177  14D ago    Wien2kRunLapw               ⏹ Finished [0]
67183  14D ago    Wien2kXOptimize             ⏹ Finished [0]
67189  14D ago    _merge_dict                 ⏹ Finished [0]
67191  14D ago    _merge_dict                 ⏹ Finished [0]
67193  14D ago    _merge_dict                 ⏹ Finished [0]
67195  14D ago    _merge_dict                 ⏹ Finished [0]
67197  14D ago    _merge_dict                 ⏹ Finished [0]
67199  14D ago    _merge_dict                 ⏹ Finished [0]
67219  14D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
67220  14D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
67221  14D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [305]
67222  14D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
67224  14D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
67226  14D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
67237  14D ago    _merge_dict                 ⏹ Finished [0]
67239  14D ago    _merge_dict                 ⏹ Finished [0]
67241  14D ago    _merge_dict                 ⏹ Finished [0]
67243  14D ago    _merge_dict                 ⏹ Finished [0]
67245  14D ago    _merge_dict                 ⏹ Finished [0]
67247  14D ago    _merge_dict                 ⏹ Finished [0]
67272  14D ago    _merge_dict                 ⏹ Finished [0]
67276  14D ago    _merge_dict                 ⏹ Finished [0]
67280  14D ago    _merge_dict                 ⏹ Finished [0]
67285  14D ago    _merge_dict                 ⏹ Finished [0]
67292  14D ago    _merge_dict                 ⏹ Finished [0]
67296  14D ago    _merge_dict                 ⏹ Finished [0]
67307  14D ago    Wien2kXOptimize             ⏹ Finished [0]
67311  14D ago    Wien2kXOptimize             ⏹ Finished [0]
67330  14D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
67332  14D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
67334  14D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
67336  14D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
67339  14D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
67342  14D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
67361  14D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
67362  14D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
67363  14D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
67364  14D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
67365  14D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
67366  14D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
67419  14D ago    _merge_dict                 ⏹ Finished [0]
67421  14D ago    _merge_dict                 ⏹ Finished [0]
67423  14D ago    _merge_dict                 ⏹ Finished [0]
67425  14D ago    _merge_dict                 ⏹ Finished [0]
67427  14D ago    _merge_dict                 ⏹ Finished [0]
67429  14D ago    _merge_dict                 ⏹ Finished [0]
67433  14D ago    _merge_dict                 ⏹ Finished [0]
67435  14D ago    _merge_dict                 ⏹ Finished [0]
67437  14D ago    _merge_dict                 ⏹ Finished [0]
67439  14D ago    _merge_dict                 ⏹ Finished [0]
67441  14D ago    _merge_dict                 ⏹ Finished [0]
67443  14D ago    _merge_dict                 ⏹ Finished [0]
67471  14D ago    _merge_dict                 ⏹ Finished [0]
67473  14D ago    _merge_dict                 ⏹ Finished [0]
67475  14D ago    _merge_dict                 ⏹ Finished [0]
67477  14D ago    _merge_dict                 ⏹ Finished [0]
67479  14D ago    _merge_dict                 ⏹ Finished [0]
67481  14D ago    _merge_dict                 ⏹ Finished [0]
67487  10D ago    Wien2kEosWorkChain          ⏹ Finished [0]
67488  10D ago    Wien2kXSgroup               ⏹ Finished [0]
67495  10D ago    Wien2kEosWorkChain          ⏹ Finished [300]
67496  10D ago    Wien2kXSgroup               ⏹ Finished [0]
67500  10D ago    Wien2kInitLapw              ⏹ Finished [0]
67507  10D ago    Wien2kEosWorkChain          ⏹ Finished [0]
67508  10D ago    Wien2kXSgroup               ⏹ Finished [0]
67513  10D ago    Wien2kInitLapw              ⏹ Finished [0]
67522  10D ago    Wien2kEosWorkChain          ⏹ Finished [0]
67518  10D ago    Wien2kRunLapw               ⏹ Finished [0]
67523  10D ago    Wien2kXSgroup               ⏹ Finished [0]
67527  10D ago    Wien2kInitLapw              ⏹ Finished [0]
67532  10D ago    Wien2kRunLapw               ⏹ Finished [0]
67539  10D ago    Wien2kEosWorkChain          ⏹ Finished [0]
67540  10D ago    Wien2kXSgroup               ⏹ Finished [0]
67545  10D ago    Wien2kInitLapw              ⏹ Finished [0]
67553  10D ago    Wien2kEosWorkChain          ⏹ Finished [300]
67548  10D ago    Wien2kRunLapw               ⏹ Finished [0]
67555  10D ago    Wien2kXSgroup               ⏹ Finished [0]
67559  10D ago    Wien2kInitLapw              ⏹ Finished [0]
67566  10D ago    Wien2kInitLapw              ⏹ Finished [0]
67568  10D ago    Wien2kRunLapw               ⏹ Finished [0]
67573  10D ago    Wien2kRunLapw               ⏹ Finished [0]
67577  10D ago    Wien2kRunLapw               ⏹ Finished [0]
67581  10D ago    Wien2kXOptimize             ⏹ Finished [0]
67591  10D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
67592  10D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
67593  10D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [302]
67594  10D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
67595  10D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
67597  10D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
67605  10D ago    Wien2kXOptimize             ⏹ Finished [0]
67611  10D ago    Wien2kXOptimize             ⏹ Finished [0]
67621  10D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
67622  10D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
67623  10D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
67624  10D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
67625  10D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
67627  10D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
67634  10D ago    Wien2kXOptimize             ⏹ Finished [0]
67647  10D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
67648  10D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
67649  10D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
67650  10D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
67651  10D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [305]
67653  10D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
67673  10D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
67674  10D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
67676  10D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
67678  10D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
67679  10D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
67680  10D ago    _merge_dict                 ⏹ Finished [0]
67681  10D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
67692  10D ago    _merge_dict                 ⏹ Finished [0]
67697  10D ago    _merge_dict                 ⏹ Finished [0]
67699  10D ago    _merge_dict                 ⏹ Finished [0]
67701  10D ago    _merge_dict                 ⏹ Finished [0]
67703  10D ago    _merge_dict                 ⏹ Finished [0]
67707  10D ago    Wien2kXOptimize             ⏹ Finished [0]
67717  10D ago    _merge_dict                 ⏹ Finished [0]
67719  10D ago    _merge_dict                 ⏹ Finished [0]
67721  10D ago    _merge_dict                 ⏹ Finished [0]
67723  10D ago    _merge_dict                 ⏹ Finished [0]
67725  10D ago    _merge_dict                 ⏹ Finished [0]
67727  10D ago    _merge_dict                 ⏹ Finished [0]
67747  10D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
67748  10D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
67749  10D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
67750  10D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
67751  10D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
67752  10D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
67767  10D ago    Wien2kXOptimize             ⏹ Finished [0]
67779  10D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
67780  10D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
67782  10D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
67784  10D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
67785  10D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
67786  10D ago    Wien2kRunLapwClmextrapol    ⏹ Finished [0]
67790  10D ago    _merge_dict                 ⏹ Finished [0]
67795  10D ago    _merge_dict                 ⏹ Finished [0]
67797  10D ago    _merge_dict                 ⏹ Finished [0]
67799  10D ago    _merge_dict                 ⏹ Finished [0]
67801  10D ago    _merge_dict                 ⏹ Finished [0]
67803  10D ago    _merge_dict                 ⏹ Finished [0]
67817  10D ago    _merge_dict                 ⏹ Finished [0]
67819  10D ago    _merge_dict                 ⏹ Finished [0]
67821  10D ago    _merge_dict                 ⏹ Finished [0]
67823  10D ago    _merge_dict                 ⏹ Finished [0]
67825  10D ago    _merge_dict                 ⏹ Finished [0]
67827  10D ago    _merge_dict                 ⏹ Finished [0]
67839  10D ago    _merge_dict                 ⏹ Finished [0]
67841  10D ago    _merge_dict                 ⏹ Finished [0]
67843  10D ago    _merge_dict                 ⏹ Finished [0]
67845  10D ago    _merge_dict                 ⏹ Finished [0]
67847  10D ago    _merge_dict                 ⏹ Finished [0]
67849  10D ago    _merge_dict                 ⏹ Finished [0]
67855  10D ago    _merge_dict                 ⏹ Finished [0]
67857  10D ago    _merge_dict                 ⏹ Finished [0]
67859  10D ago    _merge_dict                 ⏹ Finished [0]
67861  10D ago    _merge_dict                 ⏹ Finished [0]
67863  10D ago    _merge_dict                 ⏹ Finished [0]
67865  10D ago    _merge_dict                 ⏹ Finished [0]
68392  4D ago     Wien2kEosWorkChain          ⏹ Finished [0]
68393  4D ago     Wien2kXSgroup               ⏹ Finished [0]
68401  4D ago     Wien2kEosWorkChain          ⏹ Finished [300]
68402  4D ago     Wien2kXSgroup               ⏹ Finished [0]
68407  4D ago     Wien2kInitLapw              ⏹ Finished [0]
68414  4D ago     Wien2kEosWorkChain          ⏹ Finished [0]
68415  4D ago     Wien2kXSgroup               ⏹ Finished [0]
68420  4D ago     Wien2kInitLapw              ⏹ Finished [0]
68424  4D ago     Wien2kRunLapw               ⏹ Finished [0]
68431  4D ago     Wien2kEosWorkChain          ⏹ Finished [0]
68432  4D ago     Wien2kXSgroup               ⏹ Finished [0]
68437  4D ago     Wien2kInitLapw              ⏹ Finished [0]
68444  4D ago     Wien2kEosWorkChain          ⏹ Finished [0]
68446  4D ago     Wien2kXSgroup               ⏹ Finished [0]
68448  4D ago     Wien2kInitLapw              ⏹ Finished [0]
68454  4D ago     Wien2kRunLapw               ⏹ Finished [0]
68461  4D ago     Wien2kEosWorkChain          ⏹ Finished [0]
68462  4D ago     Wien2kXSgroup               ⏹ Finished [0]
68476  4D ago     Wien2kEosWorkChain          ⏹ Finished [0]
68472  4D ago     Wien2kInitLapw              ⏹ Finished [0]
68477  4D ago     Wien2kRunLapw               ⏹ Finished [0]
68479  4D ago     Wien2kXSgroup               ⏹ Finished [0]
68480  4D ago     Wien2kRunLapw               ⏹ Finished [0]
68488  4D ago     Wien2kInitLapw              ⏹ Finished [0]
68495  4D ago     Wien2kEosWorkChain          ⏹ Finished [0]
68496  4D ago     Wien2kXSgroup               ⏹ Finished [0]
68501  4D ago     Wien2kRunLapw               ⏹ Finished [0]
68507  4D ago     Wien2kRunLapw               ⏹ Finished [0]
68508  4D ago     Wien2kInitLapw              ⏹ Finished [0]
68513  4D ago     Wien2kInitLapw              ⏹ Finished [0]
68517  4D ago     Wien2kRunLapw               ⏹ Finished [0]
68523  4D ago     Wien2kEosWorkChain          ⏹ Finished [0]
68526  4D ago     Wien2kXSgroup               ⏹ Finished [0]
68530  4D ago     Wien2kRunLapw               ⏹ Finished [0]
68534  4D ago     Wien2kInitLapw              ⏹ Finished [0]
68539  4D ago     Wien2kXOptimize             ⏹ Finished [0]
68541  4D ago     Wien2kRunLapw               ⏹ Finished [0]
68546  4D ago     Wien2kXOptimize             ⏹ Finished [0]
68556  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [0]
68557  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [0]
68558  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [0]
68559  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [0]
68560  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [0]
68562  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [0]
68576  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [0]
68577  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [0]
68578  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [0]
68579  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [0]
68581  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [0]
68582  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [0]
68590  4D ago     Wien2kXOptimize             ⏹ Finished [0]
68594  4D ago     Wien2kXOptimize             ⏹ Finished [0]
68600  4D ago     Wien2kXOptimize             ⏹ Finished [0]
68606  4D ago     Wien2kXOptimize             ⏹ Finished [0]
68610  4D ago     Wien2kXOptimize             ⏹ Finished [0]
68618  4D ago     Wien2kXOptimize             ⏹ Finished [0]
68659  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [0]
68663  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [0]
68665  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [0]
68666  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [0]
68668  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [0]
68669  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [0]
68670  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [0]
68671  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [0]
68672  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [0]
68674  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [0]
68675  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [0]
68676  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [0]
68677  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [305]
68678  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [0]
68679  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [0]
68680  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [0]
68681  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [0]
68682  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [0]
68683  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [0]
68684  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [0]
68685  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [0]
68686  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [0]
68687  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [0]
68689  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [0]
68692  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [0]
68695  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [0]
68697  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [0]
68698  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [0]
68700  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [0]
68702  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [0]
68732  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [0]
68733  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [0]
68734  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [0]
68735  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [0]
68736  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [0]
68739  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [0]
68754  4D ago     _merge_dict                 ⏹ Finished [0]
68756  4D ago     _merge_dict                 ⏹ Finished [0]
68758  4D ago     _merge_dict                 ⏹ Finished [0]
68760  4D ago     _merge_dict                 ⏹ Finished [0]
68762  4D ago     _merge_dict                 ⏹ Finished [0]
68764  4D ago     _merge_dict                 ⏹ Finished [0]
68768  4D ago     _merge_dict                 ⏹ Finished [0]
68770  4D ago     _merge_dict                 ⏹ Finished [0]
68772  4D ago     _merge_dict                 ⏹ Finished [0]
68774  4D ago     _merge_dict                 ⏹ Finished [0]
68776  4D ago     _merge_dict                 ⏹ Finished [0]
68784  4D ago     Wien2kEosWorkChain          ⏹ Finished [0]
68783  4D ago     _merge_dict                 ⏹ Finished [0]
68786  4D ago     Wien2kXSgroup               ⏹ Finished [0]
68831  4D ago     _merge_dict                 ⏹ Finished [0]
68833  4D ago     _merge_dict                 ⏹ Finished [0]
68841  4D ago     Wien2kEosWorkChain          ⏹ Finished [300]
68840  4D ago     _merge_dict                 ⏹ Finished [0]
68843  4D ago     _merge_dict                 ⏹ Finished [0]
68844  4D ago     Wien2kXSgroup               ⏹ Finished [0]
68848  4D ago     _merge_dict                 ⏹ Finished [0]
68850  4D ago     _merge_dict                 ⏹ Finished [0]
68854  4D ago     _merge_dict                 ⏹ Finished [0]
68856  4D ago     _merge_dict                 ⏹ Finished [0]
68858  4D ago     _merge_dict                 ⏹ Finished [0]
68860  4D ago     _merge_dict                 ⏹ Finished [0]
68862  4D ago     _merge_dict                 ⏹ Finished [0]
68864  4D ago     _merge_dict                 ⏹ Finished [0]
68871  4D ago     Wien2kEosWorkChain          ⏹ Finished [0]
68872  4D ago     Wien2kXSgroup               ⏹ Finished [0]
68887  4D ago     _merge_dict                 ⏹ Finished [0]
68889  4D ago     _merge_dict                 ⏹ Finished [0]
68891  4D ago     _merge_dict                 ⏹ Finished [0]
68893  4D ago     _merge_dict                 ⏹ Finished [0]
68895  4D ago     _merge_dict                 ⏹ Finished [0]
68897  4D ago     _merge_dict                 ⏹ Finished [0]
68904  4D ago     Wien2kEosWorkChain          ⏹ Finished [0]
68905  4D ago     Wien2kXSgroup               ⏹ Finished [0]
68918  4D ago     Wien2kInitLapw              ⏹ Finished [0]
68920  4D ago     Wien2kInitLapw              ⏹ Finished [0]
68922  4D ago     Wien2kInitLapw              ⏹ Finished [0]
68923  4D ago     Wien2kInitLapw              ⏹ Finished [0]
68932  4D ago     Wien2kRunLapw               ⏹ Finished [0]
68940  4D ago     Wien2kRunLapw               ⏹ Finished [0]
68941  4D ago     Wien2kRunLapw               ⏹ Finished [0]
68942  4D ago     Wien2kRunLapw               ⏹ Finished [0]
68948  4D ago     _merge_dict                 ⏹ Finished [0]
68950  4D ago     _merge_dict                 ⏹ Finished [0]
68952  4D ago     _merge_dict                 ⏹ Finished [0]
68954  4D ago     _merge_dict                 ⏹ Finished [0]
68956  4D ago     _merge_dict                 ⏹ Finished [0]
68958  4D ago     _merge_dict                 ⏹ Finished [0]
68965  4D ago     Wien2kEosWorkChain          ⏹ Finished [0]
68966  4D ago     Wien2kXSgroup               ⏹ Finished [0]
68971  4D ago     Wien2kXOptimize             ⏹ Finished [0]
68975  4D ago     Wien2kInitLapw              ⏹ Finished [0]
68982  4D ago     Wien2kEosWorkChain          ⏹ Finished [0]
68984  4D ago     Wien2kXSgroup               ⏹ Finished [0]
68996  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [0]
68997  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [0]
68998  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [0]
68999  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [0]
69000  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [0]
69001  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [0]
69010  4D ago     Wien2kInitLapw              ⏹ Finished [0]
69014  4D ago     Wien2kRunLapw               ⏹ Finished [0]
69020  4D ago     _merge_dict                 ⏹ Finished [0]
69022  4D ago     _merge_dict                 ⏹ Finished [0]
69024  4D ago     _merge_dict                 ⏹ Finished [0]
69026  4D ago     _merge_dict                 ⏹ Finished [0]
69028  4D ago     _merge_dict                 ⏹ Finished [0]
69030  4D ago     _merge_dict                 ⏹ Finished [0]
69034  4D ago     Wien2kXOptimize             ⏹ Finished [0]
69038  4D ago     Wien2kXOptimize             ⏹ Finished [0]
69044  4D ago     Wien2kEosWorkChain          ⏹ Finished [0]
69046  4D ago     Wien2kXSgroup               ⏹ Finished [0]
69051  4D ago     Wien2kXOptimize             ⏹ Finished [0]
69057  4D ago     Wien2kRunLapw               ⏹ Finished [0]
69080  4D ago     _merge_dict                 ⏹ Finished [0]
69079  4D ago     Wien2kInitLapw              ⏹ Finished [0]
69082  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [0]
69083  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [0]
69084  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [0]
69085  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [0]
69098  4D ago     Wien2kEosWorkChain          ⏹ Finished [0]
69088  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [0]
69092  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [0]
69099  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [0]
69102  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [0]
69103  4D ago     Wien2kXSgroup               ⏹ Finished [0]
69105  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [0]
69107  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [0]
69110  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [0]
69111  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [0]
69112  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [0]
69113  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [0]
69115  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [0]
69116  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [0]
69117  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [0]
69119  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [0]
69122  4D ago     _merge_dict                 ⏹ Finished [0]
69137  4D ago     _merge_dict                 ⏹ Finished [0]
69140  4D ago     _merge_dict                 ⏹ Finished [0]
69142  4D ago     _merge_dict                 ⏹ Finished [0]
69144  4D ago     _merge_dict                 ⏹ Finished [0]
69148  4D ago     Wien2kXOptimize             ⏹ Finished [0]
69152  4D ago     Wien2kXOptimize             ⏹ Finished [0]
69172  4D ago     Wien2kRunLapw               ⏹ Finished [0]
69188  4D ago     Wien2kInitLapw              ⏹ Finished [0]
69204  4D ago     Wien2kRunLapwClmextrapol    ⏹ Finished [0]
